Game,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,id
Hannah Montana: The Movie,Adventure,0.1366666666666667,0.09999999999999999,0.0,0.030000000000000002,0.2633333333333333,1422
Happy Dance Collection,Misc,0.0,0.0,0.01,0.0,0.01,1423
Happy Feet,Action,0.12,0.0,0.0,0.01,0.14,1424
Harley-Davidson: Road Trip,Racing,0.04,0.0,0.0,0.0,0.04,1425
Harry Potter and the Chamber of Secrets,Action,0.135,0.045,0.0,0.005,0.185,1426
Harry Potter and the Deathly Hallows - Part 1,Action,0.16,0.17750000000000002,0.0,0.045,0.3825,1427
Harry Potter and the Deathly Hallows - Part 2,Action,0.14,0.1125,0.0,0.03,0.28250000000000003,1428
Harry Potter and the Goblet of Fire,Action,0.18,0.05,0.0,0.01,0.23,1429
Harry Potter and the Half-Blood Prince,Action,0.15000000000000002,0.17,0.0,0.0475,0.36500000000000005,1430
Harry Potter and the Order of the Phoenix,Action,0.2,0.0425,0.0,0.024999999999999998,0.27,1431
Harry Potter and the Prisoner of Azkaban,Action,0.07,0.035,0.0,0.01,0.115,1432
Harry Potter and the Sorcerer's Stone,Action,0.030000000000000002,0.03,0.0,0.005,0.065,1433
Harry Potter: Quidditch World Cup,Sports,0.14,0.04,0.0,0.01,0.19,1434
Harvest Moon: Animal Parade,Simulation,0.6,0.09,0.02,0.05,0.76,1435
Harvest Moon: Magical Melody,Simulation,0.25,0.04,0.0,0.03,0.31,1436
Harvest Moon: Tree of Tranquility,Simulation,0.69,0.03,0.06,0.06,0.84,1437
Harvey Birdman: Attorney at Law,Adventure,0.08,0.0,0.0,0.01,0.09,1438
Hasbro Family Fun Pack,Misc,0.1,0.02,0.0,0.01,0.13,1439
Hasbro Family Game Night,Puzzle,0.97,0.34,0.0,0.13,1.45,1440
Hasbro Family Game Night 2,Misc,0.71,0.53,0.0,0.13,1.38,1441
Hasbro Family Game Night 3,Misc,0.2733333333333333,0.11666666666666665,0.0,0.03666666666666667,0.4266666666666666,1442
Hasbro Family Game Night Fun Pack,Misc,0.08499999999999999,0.0,0.0,0.005,0.095,1443
Hatsune Miku: Project Diva F 2nd,Misc,0.09,0.04,0.1,0.03,0.25,1444
Hatsune Miku: Project Diva X,Misc,0.01,0.0,0.02,0.0,0.04,1445
Hatsune Miku: Project Diva f,Misc,0.08,0.0,0.19,0.01,0.27,1446
Haunted House,Action,0.13,0.0,0.0,0.01,0.14,1447
Haze,Shooter,0.49,0.33,0.02,0.15,1.0,1448
Headhunter: Redemption,Action,0.02,0.0,0.0,0.0,0.02,1449
Hearts of Iron III,Strategy,0.01,0.04,0.0,0.01,0.07,1450
Hearts of Iron IV,Strategy,0.0,0.03,0.0,0.0,0.03,1451
Heathcliff! The Fast and the Furriest,Racing,0.03,0.0,0.0,0.0,0.03,1452
Heatseeker,Action,0.08,0.0,0.0,0.01,0.1,1453
Heavenly Guardian,Shooter,0.06,0.0,0.0,0.0,0.07,1454
Heavenly Sword,Action,0.57,0.73,0.06,0.3,1.66,1455
Heavy Fire: Afghanistan,Shooter,0.10000000000000002,0.0,0.0,0.006666666666666667,0.10333333333333333,1456
Heavy Rain,Adventure,1.29,1.27,0.06,0.5,3.12,1457
Hell's Kitchen: The Game,Simulation,0.3,0.0,0.0,0.03,0.33,1458
Hellboy: The Science of Evil,Action,0.115,0.01,0.0,0.015,0.14,1459
Hellgate: London,Role-Playing,0.0,0.02,0.0,0.0,0.02,1460
Hello Kitty Seasons,Adventure,0.16,0.06,0.0,0.02,0.24,1461
Hello Kitty: Roller Rescue,Action,0.0,0.03,0.0,0.0,0.04,1462
Help Wanted: 50 Wacky Jobs,Simulation,0.06,0.04,0.0,0.01,0.11,1463
Help Wanted: 50 Wacky Jobs (jp sales),Simulation,0.0,0.01,0.01,0.0,0.01,1464
Heroes of Might and Magic V,Strategy,0.0,0.03,0.0,0.01,0.04,1465
Heroes of the Pacific,Simulation,0.05,0.025,0.0,0.0,0.075,1466
Heroes over Europe,Simulation,0.11,0.025,0.0,0.015,0.15000000000000002,1467
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Adventure,0.12,0.07,0.0,0.02,0.21,1468
High Heat Major League Baseball 2004,Sports,0.06,0.02,0.0,0.0,0.08,1469
High Rollers Casino,Misc,0.1,0.03,0.0,0.0,0.13,1470
High School Musical 3: Senior Year DANCE!,Misc,0.43000000000000005,0.245,0.0,0.07,0.755,1471
High School Musical: Sing It!,Misc,1.16,0.45,0.0,0.16,1.77,1472
High Velocity Bowling,Sports,0.13,0.0,0.0,0.01,0.15,1473
Higurashi no Naku Koro ni Iki,Action,0.0,0.0,0.01,0.0,0.01,1474
History Civil War: Secret Missions,Shooter,0.12,0.0,0.0,0.01,0.13,1475
Hitman (2016),Action,0.0,0.025,0.0,0.005,0.025,1476
Hitman: Absolution,Action,0.43333333333333335,0.7133333333333334,0.02666666666666667,0.22,1.4000000000000001,1477
Hitman: Blood Money,Action,0.13333333333333333,0.04,0.0033333333333333335,0.016666666666666666,0.19333333333333336,1478
Hitman: Contracts,Shooter,0.26,0.07,0.0,0.01,0.34,1479
Hitman: HD Trilogy,Action,0.07,0.095,0.0,0.03,0.2,1480
Hole in the Wall: Deluxe Edition,Misc,0.1,0.0,0.0,0.01,0.11,1481
Hollywood Squares,Misc,0.11,0.0,0.0,0.01,0.11,1482
Homefront,Shooter,0.42,0.32666666666666666,0.02,0.10000000000000002,0.8700000000000001,1483
Homefront: The Revolution,Shooter,0.03333333333333333,0.09333333333333334,0.01,0.016666666666666666,0.15,1484
Homeworld 2,Strategy,0.0,0.03,0.0,0.01,0.03,1485
Honda ATV Fever,Racing,0.04,0.0,0.0,0.0,0.04,1486
Hooked! Again: Real Motion Fishing,Sports,0.36,0.0,0.0,0.03,0.39,1487
Hooked! Real Motion Fishing,Sports,0.21,0.0,0.0,0.02,0.23,1488
Horrid Henry: Missions of Mischief,Adventure,0.0,0.02,0.0,0.0,0.02,1489
Horse Life Adventures,Simulation,0.13,0.01,0.0,0.01,0.15,1490
Hospital Tycoon,Strategy,0.0,0.01,0.0,0.0,0.01,1491
Hot Shots Golf: Out of Bounds,Sports,0.31,0.03,0.76,0.04,1.14,1492
Hot Shots Golf: World Invitational,Sports,0.0,0.0,0.28,0.0,0.28,1493
Hot Wheels: Battle Force 5,Racing,0.17,0.0,0.0,0.01,0.19,1494
Hot Wheels: Beat That!,Racing,0.14,0.0,0.0,0.01,0.16,1495
Hot Wheels: Stunt Track Challenge,Racing,0.08,0.02,0.0,0.0,0.1,1496
Hot Wheels: Track Attack,Racing,0.15,0.04,0.0,0.01,0.2,1497
Hotel Giant 2,Strategy,0.0,0.03,0.0,0.01,0.04,1498
Hotel for Dogs,Simulation,0.04,0.0,0.0,0.0,0.05,1499
Hour of Victory,Shooter,0.1,0.01,0.0,0.01,0.13,1500
How to Train Your Dragon,Action,0.15666666666666665,0.06999999999999999,0.0,0.02333333333333333,0.25,1501
How to Train Your Dragon 2,Adventure,0.0425,0.115,0.0,0.017499999999999998,0.17250000000000001,1502
Hulk,Action,0.25,0.07,0.0,0.01,0.33,1503
Hulk Hogan's Main Event,Fighting,0.1,0.02,0.0,0.01,0.13,1504
Hummer Badlands,Racing,0.01,0.0,0.0,0.0,0.02,1505
Hunted: The Demon's Forge,Action,0.09333333333333334,0.053333333333333344,0.006666666666666667,0.02333333333333333,0.17666666666666667,1506
Hunter: The Reckoning,Action,0.28,0.08,0.0,0.01,0.38,1507
Hunter: The Reckoning Redeemer,Action,0.13,0.04,0.0,0.01,0.17,1508
Hyperdimension Neptunia,Role-Playing,0.22,0.11,0.07,0.05,0.46,1509
Hyperdimension Neptunia Victory,Role-Playing,0.05,0.03,0.06,0.02,0.16,1510
Hyperdimension Neptunia Victory II,Role-Playing,0.0,0.0,0.04,0.0,0.04,1511
Hyperdimension Neptunia mk2,Action,0.0,0.01,0.0,0.0,0.01,1512
Hyrule Warriors,Action,0.61,0.42,0.13,0.1,1.26,1513
Hysteria Hospital: Emergency Ward,Action,0.05,0.0,0.0,0.0,0.05,1514
I Am In The Movie,Simulation,0.0,0.0,0.08,0.0,0.08,1515
I Love Horses: Rider's Paradise,Simulation,0.02,0.0,0.0,0.0,0.02,1516
I Spy: Spooky Mansion,Puzzle,0.27,0.0,0.0,0.02,0.29,1517
I'm A Celebrity: Get Me Out of Here!,Misc,0.0,0.16,0.0,0.01,0.17,1518
I-Ninja,Platform,0.05,0.02,0.0,0.0,0.07,1519
ICO,Action,0.0,0.0,0.06,0.0,0.06,1520
IGT Slots: Lucky Larry's Lobstermania,Simulation,0.01,0.0,0.0,0.0,0.02,1521
IHRA Drag Racing 2004,Racing,0.15,0.04,0.0,0.01,0.2,1522
IHRA Drag Racing: Sportsman Edition,Racing,0.01,0.0,0.0,0.0,0.02,1523
IHRA Professional Drag Racing 2005,Racing,0.04,0.01,0.0,0.0,0.06,1524
IL-2 Sturmovik,Simulation,0.0,0.01,0.0,0.0,0.01,1525
IL-2 Sturmovik: 1946,Simulation,0.0,0.04,0.0,0.01,0.04,1526
IL-2 Sturmovik: Birds of Prey,Simulation,0.28500000000000003,0.25,0.0,0.07500000000000001,0.61,1527
IL-2 Sturmovik: Cliffs of Dover,Simulation,0.0,0.04,0.0,0.01,0.05,1528
IL-2 Sturmovik: Forgotten Battles,Simulation,0.0,0.02,0.0,0.0,0.02,1529
Ice Age 2: The Meltdown,Platform,0.065,0.015,0.0,0.005,0.09,1530
Ice Age: Dawn of the Dinosaurs,Action,0.0875,0.052500000000000005,0.0,0.015000000000000001,0.15500000000000003,1531
Icewind Dale II,Role-Playing,0.0,0.01,0.0,0.0,0.01,1532
Igor: The Game,Adventure,0.09,0.0,0.0,0.01,0.1,1533
Imabikisou,Adventure,0.0,0.0,0.04,0.0,0.04,1534
Imagine: Fashion Party,Simulation,0.25,0.0,0.0,0.02,0.27,1535
Imagine: Party Babyz,Simulation,0.34,0.02,0.0,0.03,0.39,1536
Imperial Glory,Strategy,0.0,0.04,0.0,0.0,0.04,1537
Imperium Romanum,Strategy,0.0,0.01,0.0,0.0,0.02,1538
Import Tuner Challenge (American sales),Racing,0.07,0.01,0.0,0.01,0.09,1539
Impossible Creatures,Strategy,0.0,0.01,0.0,0.0,0.01,1540
Inazuma Eleven GO Strikers 2013,Role-Playing,0.0,0.0,0.1,0.0,0.1,1541
Inazuma Eleven Strikers,Role-Playing,0.0,0.01,0.25,0.0,0.26,1542
Inazuma Eleven Strikers 2012 Xtreme,Role-Playing,0.0,0.0,0.19,0.0,0.19,1543
Indiana Jones and the Emperor's Tomb,Action,0.14,0.04,0.0,0.01,0.18,1544
Indiana Jones and the Staff of Kings,Action,0.36,0.3,0.0,0.08,0.74,1545
Indianapolis 500 Evolution,Racing,0.02,0.0,0.0,0.0,0.02,1546
Indianapolis 500 Legends,Racing,0.12,0.0,0.0,0.01,0.13,1547
Indigo Prophecy,Adventure,0.035,0.025,0.0,0.0,0.060000000000000005,1548
IndyCar Series,Racing,0.04,0.01,0.0,0.0,0.05,1549
Indycar Series 2005,Action,0.06,0.02,0.0,0.0,0.08,1550
Infamous: First Light,Action,0.0,0.03,0.0,0.01,0.04,1551
Infernal: Hell's Vengeance,Shooter,0.06,0.01,0.0,0.01,0.08,1552
Infinite Stratos 2: Ignition Hearts,Adventure,0.0,0.0,0.03,0.0,0.03,1553
Infinite Undiscovery,Role-Playing,0.34,0.18,0.12,0.06,0.7,1554
Initial D: Extreme Stage,Racing,0.0,0.0,0.08,0.0,0.08,1555
Injustice: Gods Among Us,Fighting,0.5025,0.31000000000000005,0.0025,0.12000000000000001,0.9325000000000001,1556
Instant Brain,Adventure,0.0,0.0,0.01,0.0,0.01,1557
Intellivision Lives!,Misc,0.03,0.01,0.0,0.0,0.05,1558
International Cricket 2010,Sports,0.0,0.135,0.0,0.035,0.17,1559
Inversion,Shooter,0.03,0.025,0.0,0.01,0.065,1560
Invizimals: The Lost Kingdom,Action,0.0,0.02,0.0,0.01,0.02,1561
Iron Chef America: Supreme Cuisine,Simulation,0.16,0.0,0.0,0.01,0.17,1562
Iron Man,Action,0.3,0.23666666666666666,0.0,0.07666666666666666,0.6133333333333333,1563
Iron Man 2,Action,0.1466666666666667,0.14666666666666664,0.0,0.043333333333333335,0.3333333333333333,1564
Iron Phoenix,Fighting,0.02,0.0,0.0,0.0,0.02,1565
Ivy the Kiwi?,Puzzle,0.04,0.02,0.0,0.0,0.06,1566
J Stars Victory Vs.,Fighting,0.05500000000000001,0.1,0.1,0.03,0.28500000000000003,1567
JASF: Jane's Advanced Strike Fighters,Simulation,0.049999999999999996,0.02,0.0,0.01,0.08,1568
JSRF: Jet Set Radio Future,Action,0.13,0.04,0.03,0.01,0.21,1569
JU-ON: The Grudge,Action,0.08,0.01,0.01,0.01,0.11,1570
Jack Keane,Adventure,0.0,0.02,0.0,0.0,0.03,1571
Jade Empire,Role-Playing,0.48,0.19,0.0,0.03,0.7,1572
Jambo! Safari Animal Rescue,Simulation,0.07,0.01,0.0,0.01,0.09,1573
James Bond 007: Agent Under Fire,Shooter,0.65,0.22,0.0,0.03,0.9,1574
James Bond 007: Blood Stone,Shooter,0.13333333333333333,0.20666666666666667,0.006666666666666667,0.06,0.4066666666666667,1575
James Bond 007: Everything or Nothing,Shooter,0.43,0.19,0.0,0.02,0.64,1576
James Bond 007: Legends,Shooter,0.10333333333333333,0.12000000000000001,0.0,0.03666666666666667,0.2633333333333333,1577
James Bond 007: Nightfire,Shooter,0.58,0.22,0.0,0.03,0.82,1578
James Cameron's Dark Angel,Action,0.05,0.02,0.0,0.0,0.07,1579
Jaws Unleashed,Action,0.11,0.03,0.0,0.01,0.15,1580
Jaws: Ultimate Predator,Action,0.09,0.0,0.0,0.01,0.09,1581
Jeep Thrills,Racing,0.18,0.0,0.0,0.01,0.19,1582
Jelly Belly: Ballistic Beans,Puzzle,0.02,0.0,0.0,0.0,0.02,1583
Jenga World Tour,Misc,0.05,0.0,0.0,0.0,0.05,1584
Jeopardy!,Misc,0.56,0.0,0.0,0.03,0.59,1585
Jerry Rice and Nitus' Dog Football,Sports,0.04,0.0,0.0,0.0,0.04,1586
Jewel Master: Cradle Of Rome 2,Puzzle,0.0,0.04,0.0,0.01,0.04,1587
Jewel Master: Cradle of Rome,Puzzle,0.03,0.0,0.0,0.0,0.03,1588
Jewel Quest 5: The Sleepless Star,Action,0.01,0.02,0.0,0.01,0.04,1589
Jewel Quest II,Puzzle,0.0,0.01,0.0,0.0,0.01,1590
Jikkyou Powerful Major League 2009,Sports,0.0,0.0,0.04,0.0,0.04,1591
Jikkyou Powerful Pro Baseball 2016,Sports,0.0,0.0,0.14,0.0,0.14,1592
Jikkyou Powerful Pro Yakyuu 15,Sports,0.0,0.0,0.08,0.0,0.08,1593
Jikkyou Powerful Pro Yakyuu 2010,Sports,0.0,0.0,0.27,0.0,0.27,1594
Jikkyou Powerful Pro Yakyuu 2011,Sports,0.0,0.0,0.26,0.0,0.26,1595
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Sports,0.0,0.0,0.07,0.0,0.07,1596
Jikkyou Powerful Pro Yakyuu 2012,Action,0.0,0.0,0.21,0.0,0.21,1597
Jikkyou Powerful Pro Yakyuu 2013,Sports,0.0,0.0,0.26,0.0,0.26,1598
Jikkyou Powerful Pro Yakyuu 2014,Sports,0.0,0.0,0.17,0.0,0.17,1599
Jikkyou Powerful Pro Yakyuu Next,Sports,0.0,0.0,0.08,0.0,0.08,1600
Jikkyou Powerful Pro Yakyuu Wii,Sports,0.0,0.0,0.14,0.0,0.14,1601
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Sports,0.0,0.0,0.03,0.0,0.03,1602
Jillian Michaels Fitness Ultimatum 2010,Sports,0.52,0.01,0.0,0.04,0.57,1603
Jillian Michaels Fitness Ultimatum 2011,Sports,0.16,0.0,0.0,0.01,0.17,1604
Jillian Michaels' Fitness Adventure,Misc,0.17,0.02,0.0,0.01,0.2,1605
Jillian Michaels' Fitness Ultimatum 2009,Sports,0.96,0.2,0.0,0.11,1.27,1606
Jimmie Johnson's Anything With an Engine,Racing,0.07333333333333335,0.0,0.0,0.01,0.08,1607
Jinsei Game Wii,Misc,0.0,0.0,0.02,0.0,0.02,1608
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,Action,0.0,0.0,0.06,0.0,0.06,1609
JoJo's Bizarre Adventure: All Star Battle,Fighting,0.05,0.02,0.5,0.01,0.58,1610
JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,0.0,0.0,0.03,0.0,0.03,1611
John Daly's ProStroke Golf,Sports,0.049999999999999996,0.01,0.0,0.005,0.06,1612
Joint Operations: Combined Arms,Shooter,0.01,0.0,0.0,0.0,0.02,1613
Jonah Lomu Rugby Challenge,Sports,0.045,0.125,0.0,0.025,0.195,1614
Journey,Adventure,0.04,0.15,0.0,0.06,0.25,1615
Judge Dredd: Dredd Vs Death,Shooter,0.01,0.0,0.0,0.0,0.02,1616
Juiced,Racing,0.13,0.04,0.0,0.01,0.18,1617
Juiced 2: Hot Import Nights,Racing,0.13333333333333333,0.13,0.0033333333333333335,0.03333333333333333,0.3,1618
Jump Start Pet Rescue,Misc,0.41,0.0,0.0,0.03,0.44,1619
JumpStart: Escape from Adventure Island,Adventure,0.39,0.0,0.0,0.03,0.42,1620
Jumper: Griffin's Story,Action,0.065,0.0,0.0,0.005,0.075,1621
Jurassic Park: Operation Genesis,Simulation,0.025,0.015,0.0,0.0,0.05,1622
Jurassic: The Hunted,Shooter,0.14333333333333334,0.0,0.0,0.013333333333333334,0.15666666666666665,1623
Just Cause,Action,0.05,0.02,0.005,0.005,0.08,1624
Just Cause 2,Action,0.3466666666666667,0.63,0.02666666666666667,0.17666666666666667,1.1766666666666667,1625
Just Cause 3,Action,0.30333333333333334,0.5033333333333333,0.023333333333333334,0.12000000000000001,0.9500000000000001,1626
Just Dance,Misc,3.51,3.03,0.0,0.73,7.27,1627
Just Dance 2,Misc,5.84,2.89,0.01,0.78,9.52,1628
Just Dance 2014,Misc,0.6133333333333334,0.385,0.0,0.10000000000000002,1.0966666666666667,1629
Just Dance 2015,Misc,0.43,0.2983333333333333,0.0,0.08166666666666667,0.8083333333333332,1630
Just Dance 2016,Misc,0.255,0.19833333333333333,0.0,0.051666666666666666,0.505,1631
Just Dance 2: Extra Songs,Misc,0.0,0.17,0.0,0.03,0.2,1632
Just Dance 3,Misc,2.6166666666666667,1.2533333333333332,0.0,0.44,4.306666666666667,1633
Just Dance 4,Misc,1.38,0.6675000000000001,0.0,0.1825,2.2325,1634
Just Dance Kids,Misc,1.57,0.56,0.0,0.19,2.32,1635
Just Dance Kids 2,Misc,0.22333333333333336,0.06333333333333334,0.0,0.03,0.31666666666666665,1636
Just Dance Wii,Misc,0.0,0.0,0.73,0.0,0.73,1637
Just Dance Wii 2,Misc,0.0,0.0,0.29,0.0,0.29,1638
Just Dance Wii U,Misc,0.0,0.0,0.09,0.0,0.09,1639
Just Dance: Disney Party,Misc,0.07,0.060000000000000005,0.0,0.015,0.14500000000000002,1640
Just Dance: Disney Party 2,Action,0.05333333333333334,0.01,0.0,0.01,0.07333333333333335,1641
Just Dance: Greatest Hits,Misc,0.15,0.04,0.0,0.02,0.21,1642
Just Dance: Summer Party,Misc,0.41,0.0,0.0,0.03,0.44,1643
K-On! After School Live!! HD Ver.,Action,0.0,0.0,0.03,0.0,0.03,1644
Kabuki Warriors,Action,0.05,0.01,0.0,0.0,0.06,1645
Kakuto Chojin,Fighting,0.04,0.01,0.0,0.0,0.05,1646
Kamen Rider: Battride War,Action,0.0,0.0,0.19,0.0,0.19,1647
Kamen Rider: Battride War Genesis,Action,0.0,0.0,0.045,0.0,0.045,1648
Kamen Rider: Battride War II,Action,0.0,0.0,0.060000000000000005,0.0,0.060000000000000005,1649
Kamen Rider: Dragon Knight,Fighting,0.06,0.0,0.0,0.0,0.07,1650
Kameo: Elements of Power,Action,0.28,0.03,0.0,0.03,0.34,1651
Kane & Lynch 2: Dog Days,Shooter,0.12333333333333334,0.19000000000000003,0.02,0.053333333333333344,0.38333333333333336,1652
Kane & Lynch: Dead Men,Shooter,0.32499999999999996,0.315,0.01,0.10500000000000001,0.76,1653
Karaoke Joysound Wii,Misc,0.01,0.0,0.25,0.0,0.26,1654
Karaoke Joysound Wii DX,Misc,0.0,0.0,0.09,0.0,0.09,1655
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Misc,0.0,0.0,0.09,0.0,0.09,1656
Karaoke Revolution,Misc,0.1225,0.0525,0.0,0.015000000000000001,0.1925,1657
Karaoke Revolution Glee,Misc,0.52,0.25,0.0,0.07,0.85,1658
Karaoke Revolution Glee 2: Road to Regionals,Misc,0.15,0.06,0.0,0.02,0.23,1659
Karaoke Revolution Glee: Volume 3,Misc,0.185,0.02,0.0,0.015,0.22,1660
Karaoke Revolution Party,Misc,0.05,0.01,0.0,0.0,0.07,1661
Karaoke Revolution Presents American Idol Encore,Misc,0.19999999999999998,0.0,0.0,0.016666666666666666,0.21666666666666667,1662
Karaoke Revolution Presents American Idol Encore 2,Misc,0.16333333333333333,0.0,0.0,0.013333333333333334,0.17666666666666667,1663
Kart Racer,Racing,0.03,0.01,0.0,0.0,0.05,1664
Katamari Forever,Puzzle,0.26,0.05,0.06,0.04,0.42,1665
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Fighting,0.0,0.0,0.02,0.0,0.02,1666
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Action,0.0,0.0,0.01,0.0,0.01,1667
Kawasaki Jet Ski,Racing,0.02,0.0,0.0,0.0,0.02,1668
Kawasaki Quad Bikes,Racing,0.07,0.01,0.0,0.01,0.09,1669
Kawasaki Snowmobiles,Racing,0.02,0.0,0.0,0.0,0.03,1670
Kekkaishi: Kokubourou no Kage,Action,0.0,0.0,0.03,0.0,0.03,1671
Kelly Slater's Pro Surfer,Sports,0.08,0.02,0.0,0.0,0.1,1672
Ken to Mahou to Gakuen Mono. 2G,Role-Playing,0.0,0.0,0.02,0.0,0.02,1673
Ken to Mahou to Gakuen Mono. 3,Role-Playing,0.0,0.0,0.07,0.0,0.07,1674
Kengo: Legend of The 9,Fighting,0.06,0.01,0.0,0.01,0.07,1675
Ketsui: Kizuna Jigoku Tachi Extra,Shooter,0.0,0.0,0.02,0.0,0.02,1676
Kevin Van Dam: Big Bass Challenge,Sports,0.04,0.0,0.0,0.0,0.04,1677
Kid Adventures: Sky Captain,Action,0.11,0.04,0.0,0.01,0.16,1678
Kid Fit Island Resort,Sports,0.05,0.0,0.0,0.0,0.06,1679
Kidou Senshi Gundam UC,Action,0.0,0.0,0.1,0.0,0.1,1680
Kidou Senshi Gundam: Extreme VS,Fighting,0.0,0.0,0.54,0.0,0.54,1681
Kidz Bop Dance Party! The Video Game,Misc,0.21,0.0,0.0,0.01,0.22,1682
Kidz Sports: Crazy Golf,Sports,0.11,0.0,0.0,0.01,0.13,1683
Kill.Switch,Shooter,0.18,0.05,0.0,0.01,0.24,1684
Killer Instinct (2013),Fighting,0.03,0.03,0.0,0.01,0.06,1685
Killer is Dead,Action,0.1,0.03,0.030000000000000002,0.015,0.16999999999999998,1686
Killzone 2,Shooter,1.4,1.07,0.08,0.47,3.02,1687
Killzone 3,Shooter,1.45,0.88,0.09,0.38,2.79,1688
Killzone: Shadow Fall,Shooter,0.89,1.33,0.07,0.28,2.58,1689
Kinect Adventures!,Misc,14.97,4.94,0.24,1.67,21.82,1690
Kinect Joy Ride,Racing,0.92,0.4,0.0,0.12,1.44,1691
Kinect Rush: A Disney Pixar Adventure,Adventure,0.38,0.16,0.0,0.05,0.6,1692
Kinect Sports,Sports,3.92,1.78,0.03,0.51,6.24,1693
Kinect Sports Rivals,Sports,0.3,0.22,0.02,0.04,0.58,1694
Kinect Sports: Season Two,Sports,1.38,0.74,0.02,0.22,2.36,1695
Kinect Star Wars,Action,1.05,0.57,0.03,0.14,1.78,1696
Kinect: Disneyland Adventures,Misc,1.73,0.46,0.02,0.18,2.38,1697
Kinectimals,Simulation,1.02,0.48,0.0,0.14,1.64,1698
Kinectimals: Now with Bears!,Misc,0.27,0.06,0.0,0.03,0.36,1699
King Arthur,Action,0.04,0.01,0.0,0.0,0.05,1700
King Arthur II,Strategy,0.0,0.02,0.0,0.0,0.03,1701
King of Clubs: Mini Golf,Sports,0.09,0.0,0.0,0.01,0.1,1702
King's Bounty: Armored Princess,Role-Playing,0.0,0.01,0.0,0.0,0.01,1703
Kingdom Hearts,Role-Playing,0.9,0.37,0.25,0.24,1.75,1704
Kingdom Hearts II,Role-Playing,0.52,0.43,0.18,0.19,1.32,1705
Kingdom Under Fire: Circle of Doom,Role-Playing,0.18,0.12,0.04,0.04,0.37,1706
Kingdom Under Fire: Heroes,Strategy,0.11,0.03,0.0,0.01,0.15,1707
Kingdom Under Fire: The Crusaders,Strategy,0.24,0.07,0.0,0.01,0.32,1708
Kingdoms of Amalur: Reckoning,Role-Playing,0.35333333333333333,0.22666666666666668,0.03333333333333333,0.07333333333333333,0.69,1709
Kirby and the Rainbow Curse,Platform,0.23,0.14,0.12,0.04,0.53,1710
Kirby's Dream Collection: Special Edition,Action,0.34,0.0,0.33,0.02,0.68,1711
Kirby's Epic Yarn,Platform,1.47,0.09,0.45,0.11,2.12,1712
Kirby's Return to Dreamland,Platform,0.62,0.21,0.79,0.08,1.7,1713
Klonoa,Platform,0.11,0.02,0.03,0.01,0.17,1714
Knack,Platform,0.43,0.67,0.42,0.15,1.67,1715
Knight's Apprentice: Memorick's Adventures,Action,0.02,0.0,0.0,0.0,0.02,1716
Knights Contract,Action,0.045,0.03,0.0,0.01,0.08499999999999999,1717
Knights of Honor,Strategy,0.0,0.02,0.0,0.01,0.03,1718
Knockout Kings 2002,Sports,0.2,0.06,0.0,0.01,0.27,1719
Koihime Enbu,Fighting,0.0,0.0,0.02,0.0,0.02,1720
Konami Classics Vol. 1,Misc,0.08,0.0,0.0,0.01,0.08,1721
Konami Classics Vol. 2,Misc,0.01,0.0,0.0,0.0,0.01,1722
Kororinpa: Marble Mania,Puzzle,0.08,0.02,0.03,0.01,0.14,1723
Kung Fu Chaos,Fighting,0.21,0.06,0.0,0.01,0.28,1724
Kung Fu Panda,Action,0.655,0.3475,0.0,0.1175,1.1275,1725
Kung Fu Panda 2,Action,0.09333333333333332,0.05333333333333334,0.0,0.016666666666666666,0.16333333333333333,1726
Kung Fu Panda: Legendary Warriors,Action,0.07,0.0,0.0,0.0,0.08,1727
Kung Fu Panda: Showdown of Legendary Legends,Action,0.0,0.025,0.0,0.0,0.025,1728
Kung Fu Rider,Action,0.06,0.1,0.01,0.04,0.21,1729
Kung-Fu: High Impact,Action,0.08,0.06,0.0,0.01,0.15,1730
L.A. Noire,Adventure,1.395,1.135,0.06999999999999999,0.375,2.975,1731
L.A. Noire: The Complete Edition,Adventure,0.08,0.13,0.0,0.04,0.25,1732
L.A. Rush,Racing,0.11,0.03,0.0,0.01,0.14,1733
LEGO Batman 2: DC Super Heroes,Action,0.5974999999999999,0.41000000000000003,0.0,0.11750000000000001,1.1224999999999998,1734
LEGO Batman: The Videogame,Action,0.9233333333333333,0.49333333333333335,0.0,0.17333333333333334,1.5866666666666667,1735
LEGO City Undercover,Platform,0.47,0.4,0.13,0.08,1.08,1736
LEGO Dimensions,Action,0.22399999999999998,0.238,0.0,0.06400000000000002,0.524,1737
LEGO Harry Potter: Years 1-4,Action,0.7,0.5199999999999999,0.0,0.1475,1.3675,1738
LEGO Indiana Jones 2: The Adventure Continues,Action,0.505,0.2625,0.0,0.09,0.8574999999999999,1739
